stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,0,0,0,6.69,0,4.02,0,0,0,0,0,0,0,0,1.34,0,1.34,1.34,178.02,0,0,0,0,0,0,0,0,0,8.03,8.03,0,0,0,4.02,0,0,0
3Month,5.12,2.56,1.92,20.48,0,0,5.44,0.64,3.84,48.95,0.32,52.79,7.36,0,13.76,0.96,17.6,12.8,1511.44,137.26,0.64,15.04,1.92,2.56,0,2.56,0.96,0,1.6,7.36,7.68,0.32,0,4.8,5.12,3.2,8.32
22Month,12.57,4.92,2.19,22.96,2.19,0,4.37,2.19,3.28,21.32,2.73,106.05,4.92,1.64,13.12,1.09,3.28,10.39,1369.92,26.24,4.37,12.57,0,0.55,0.55,0,5.47,0.55,0.55,2.73,4.37,3.83,0.55,6.56,0.55,0,6.01
