stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,36.78,4.09,0,0,0,12.26,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,1.07,0,0,0,0,0,0,4.28,0,0,2.14,136.93,10.7,3.21,6.42,0,78.09,0,23.54,10.7,19.26,0,1.07,0,2.14,1.07,0,0,0,0,0,0,0,0
21Day,12.05,1.34,54.88,53.54,17.4,0,0,0,4.02,0,0,306.52,4.02,13.39,133.85,6.69,36.14,25.43,44.17,0,2.68,4.02,20.08,58.9,18.74,4.02,0,0,14.72,32.12,0,0,2.68,4.02,6.69,0,0,1.34
3Month,0.64,5.12,29.44,75.51,0,5.76,0.64,27.52,46.07,0,0,2200.61,88.31,2.24,423.93,9.92,15.04,78.71,24.64,4.8,3.84,7.36,445.05,1.92,0.32,15.68,3.2,0,1.28,23.36,0.32,8,3.2,0,0,4.48,5.76,9.6
22Month,0.55,3.28,36.08,33.35,0,4.37,0,26.24,92.38,3.83,0,2638.7,37.17,8.75,470.12,1.09,1.64,83.09,18.04,0.55,31.71,6.01,10.39,1.64,0.55,13.67,4.92,3.83,0,1.09,0,2.73,0.55,1.09,0,0,0,3.83
