stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,16.35,32.69,0,0,0,0,16.35,81.73,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,7.49,3.21,3.21,0,0,0,0,0,0,0,0,0,1.07,31.02,1.07,8.56,0,1.07,2.14,1.07,49.21,14.98,0,0,0,11.77,0,0,7.49,0,0,3.21,0,0,0
21Day,2.68,1.34,0,30.79,4.02,10.71,1.34,0,1.34,1.34,0,0,1.34,4.02,0,1.34,32.12,5.35,26.77,0,0,5.35,0,24.09,12.05,1.34,0,0,12.05,0,0,4.02,2.68,1.34,0,0,0,1.34
3Month,0,2.56,0.64,34.23,0.32,0,0.32,0.32,6.08,4.48,0,16,4.48,0,14.72,2.56,8.32,6.72,7.04,3.2,0.32,0.64,1.6,2.88,0,2.56,0.96,0,0.32,1.28,7.68,0.32,0,0,0.64,2.88,2.56,6.08
22Month,0.55,3.28,0,12.03,0,0,0.55,0,1.64,6.56,5.47,61.77,3.28,1.64,13.67,0.55,2.19,8.75,5.47,0,0.55,1.09,0,0.55,0,0.55,0,0.55,0.55,0,1.64,1.09,0.55,0,0,0.55,0,1.64
