stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,4.09,0,20.43,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,69.47,0,0,0,0,16.35,175.72,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,9.63,0,16.05,1.07,4.28,0,0,0,0,0,0,0,0,0,1.07,39.58,0,23.54,0,3.21,0,0,52.42,38.51,0,0,0,10.7,0,0,4.28,3.21,3.21,0,0,0
21Day,1.34,0,0,17.4,0,1.34,0,0,0,1.34,1.34,20.08,0,4.02,1.34,0,10.71,1.34,30.79,0,0,4.02,0,29.45,24.09,0,0,0,14.72,8.03,0,0,1.34,13.39,0,0,5.35
3Month,0,1.6,1.28,15.04,0,0,0.96,0.64,0.96,2.24,0,228.44,1.6,0.32,5.12,0.32,5.12,1.6,13.76,1.92,0.64,1.92,0.96,0.64,0.64,0.64,0.32,0,0,1.92,2.24,0.32,0,0.32,1.28,1.28,3.84
22Month,0,12.03,3.83,13.67,0,0,1.09,0.55,0,5.47,1.09,813.42,2.19,0,6.56,1.09,3.83,1.64,23.51,0.55,9.84,2.73,0,0,0,1.64,1.09,2.73,0.55,2.73,3.28,0,0,1.09,1.64,0,1.09
