stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,0,0,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,10.7,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,4.28,0,0,0,184,4.28,0,1.07,5.35,1.07,0,4.28,0,0,2.14,0,0,0
21Day,1.34,1.34,0,37.48,0,9.37,0,4.02,0,1.34,0,0,1.34,0,2.68,1.34,0,8.03,1.34,17.4,0,0,0,488.56,24.09,0,21.42,4.02,5.35,0,4.02,4.02,9.37,4.02,0,0,2.68
3Month,0,0.32,0.96,5.44,0.32,0,0.64,0,0.96,0,0,0,2.24,0.96,0.32,4.16,0.32,3.2,0.96,2.24,0.32,0,0.32,0.64,1.6,0.32,9.92,0,0.64,1.6,1.6,0,0,13.44,0.32,1.28,3.84
22Month,0,0,0,2.19,0,0,0,0,1.09,1.64,2.19,0,33.35,1.09,0,8.75,0,1.09,1.64,7.65,0,0.55,0,37.72,0,0,0,0,0,7.11,0.55,0,0,1.64,0,0,0.55
