stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,69.47,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,93.99,0,0,8.17,102.16,314.65,0,0,0,20.43,0,0,0,0,0,4.09,0,0,0
72hpf,7.49,5.35,0,8.56,19.26,2.14,0,0,0,0,0,0,0,0,1.07,0,14.98,13.91,0,80.23,0,2.14,2.14,119.82,86.65,2.14,4.28,0,67.4,1.07,0,9.63,0,0,7.49,0,0,0
21Day,10.71,0,1.34,36.14,16.06,8.03,0,1.34,0,0,1.34,0,0,4.02,2.68,1.34,9.37,22.76,16.06,112.44,0,13.39,0,50.86,68.27,1.34,10.71,0,74.96,4.02,1.34,6.69,2.68,2.68,8.03,0,0,0
3Month,0.32,1.92,0.64,19.84,0.64,0,0.32,0,0.32,2.88,1.6,0,3.84,11.84,0,3.2,4.16,3.52,6.4,17.28,1.28,2.88,8.64,1.92,0.96,1.6,6.08,0,0,0.32,4.8,0.64,0,0,0.32,9.28,1.6,0.32
22Month,0,6.56,1.09,14.21,0,0,0,0.55,0.55,2.19,2.73,2.73,19.68,3.28,0.55,3.28,1.64,1.09,5.47,14.76,0,1.64,0.55,1.09,0,1.09,5.47,0.55,0,0,2.73,8.2,0,0,0,1.09,0,1.09
