stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,0,0,0,0,0,0,0,0,1.07,0,2.14,5.35,1.07,1.07,0,0,0,0,16.05,11.77,0,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,0,0,0,46.85,1.34,0,1.34,0,0,1.34,0,0,0,6.69,0,0,8.03,6.69,8.03,0,0,2.68,0,2.68,0,1.34,0,0,1.34,2.68,0,0,0,0,0,0,4.02
3Month,0,1.92,6.72,75.83,0,1.6,0.64,0,40.63,39.67,0,21.76,14.4,4.16,77.43,3.84,5.12,32.95,5.44,1.6,0,1.28,5.12,2.24,0.64,3.84,0.32,0,0,1.28,0.32,64.63,0.32,0,1.92,12.16,54.39
22Month,1.09,22.41,20.23,137.21,0,4.37,8.2,0.55,35.53,360.25,12.57,132.29,39.36,26.79,150.33,7.11,10.39,127.37,21.87,0.55,3.28,10.39,0.55,3.28,0.55,3.83,0.55,1.64,1.09,0.55,0,27.33,1.09,1.09,2.19,0,30.61
