stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,12.26,0,0,0,0,4.09,61.3,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,1.07,0,49.21,16.05,2.14,0,1.07,0,0,0,0,0,1.07,0,8.56,196.84,0,12.84,0,1.07,0,0,110.19,28.88,1.07,0,0,12.84,1.07,0,0,11.77,0,0,1.07,0,0,1.07
21Day,4.02,0,1.34,163.3,6.69,5.35,0,5.35,2.68,5.35,0,1.34,1.34,30.79,4.02,6.69,76.3,21.42,22.76,0,0,5.35,0,57.56,16.06,8.03,2.68,0,13.39,6.69,0,1.34,4.02,0,2.68,1.34,0,0,34.8
3Month,0.32,4.8,4.8,336.91,1.92,0,3.84,2.24,79.99,55.03,0,32.95,41.27,12.48,103.02,20.16,107.82,34.87,18.56,0.96,0,35.51,7.04,17.92,0.32,29.12,2.24,0,0.96,8.32,0.32,35.51,0,0,0,0,10.24,9.92,104.94
22Month,0.55,5.47,14.76,123,1.09,0,0.55,3.83,33.89,68.88,10.39,81.45,28.43,20.77,114.25,7.65,14.76,42.09,15.31,0,4.37,17.49,0.55,6.01,0,30.07,10.39,0.55,2.19,2.73,0,28.43,2.19,1.09,0,0.55,1.09,0,35.53
