stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,4.09,0,0,0,4.09,12.26,61.3,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,3.21,2.14,0,0,0,0,0,0,0,0,0,1.07,13.91,0,4.28,0,0,0,0,42.79,11.77,1.07,0,5.35,0,0,0,1.07,0,0,0,0,0
21Day,1.34,0,0,10.71,0,9.37,0,0,1.34,1.34,0,0,0,4.02,0,0,4.02,2.68,16.06,0,0,4.02,0,8.03,12.05,0,0,10.71,2.68,0,2.68,0,2.68,1.34,0,0,0
3Month,0.32,1.6,0.32,20.16,0,0,0.32,0.32,2.88,5.12,0,35.51,2.56,0.64,9.92,1.6,6.08,4.8,5.76,1.92,0.32,1.6,1.92,2.24,0.32,2.88,1.28,0.32,1.92,12.8,0.32,0,0,0,3.84,1.92,5.44
22Month,0.55,3.28,1.64,6.56,0,0,0.55,0,2.19,7.11,4.37,56.85,3.28,3.28,4.37,0,0.55,4.92,3.83,0.55,1.64,0,0,0,0,1.64,0,0,0,2.19,0,0.55,0,0,0,0,3.28
