stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,1.07,0,0,0,0
21Day,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,0,1.34,0,1.34,0,0
3Month,1.28,0.64,8,0.32,0,0.32,0.32,2.24,0,21.76,3.2,0.32,11.52,0.96,2.56,0.96,8,2.88,1.28,0.64,0,0.64,3.52,23.04,0.96
22Month,0.55,0.55,2.73,0,0.55,0,0,1.64,0.55,22.41,0,0,2.73,0,0.55,1.64,8.75,0,0,0,0,0,0,0,0
