stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,187.97,20.43,114.42,24.52,4.09,0,0,0,8.17,0,0,4.09,0,36.78,85.81,49.04,964.39,0,0,143.02,15029.8,0,0,0,49.04,0,0,0,0,0,28.6,0,0,0
72hpf,114.47,19.26,29.95,7.49,37.44,0,1.07,0,0,0,0,3.21,0,13.91,86.65,8.56,1567.24,2.14,3.21,4531.64,1289.1,1.07,12.84,0,332.71,4.28,0,397.96,146.56,112.33,5.35,0,0,0
21Day,82.99,2.68,57.56,4.02,18.74,0,0,1.34,0,1.34,1.34,5.35,2.68,1.34,18.74,9.37,535.41,0,8.03,465.81,348.02,0,1.34,0,26.77,32.12,1.34,119.13,54.88,250.31,2.68,0,0,4.02
3Month,0.32,0.64,6.08,0,0,0.64,0.64,0,0,3.2,1.6,0.32,1.92,0.64,0.32,1.28,2.24,0,0,0.96,2.24,0.96,0,0,0,0,12.8,0.96,0,0,0,0.64,0.64,0
22Month,0,1.09,3.28,0,0,1.09,1.64,0,0,8.75,0.55,0.55,5.47,2.19,0,2.19,1.64,0,0,1.09,1.64,0.55,0,1.09,0,1.09,20.23,3.28,7.11,0,0,0,0,1.09
