stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,4.09,0,0,0,0,0,4.09,8.17,4.09,53.12,0,0,0,0,12.26,416.81,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,5.35,3.21,0,10.7,1.07,0,0,1.07,0,0,0,0,0,0,0,4.28,6.42,1.07,19.26,0,0,0,0,14.98,59.91,0,0,0,17.12,0,0,6.42,0,1.07,0,0,0
21Day,10.71,4.02,0,16.06,2.68,4.02,0,1.34,0,1.34,0,0,0,1.34,0,0,2.68,1.34,40.16,0,0,2.68,0,2.68,26.77,0,0,0,10.71,0,2.68,6.69,0,0,0,0,1.34
3Month,0,2.56,0.32,34.87,0.32,0,0.32,0.64,0.64,4.16,0.32,12.48,1.28,2.56,13.12,3.2,6.72,4.8,8.64,2.24,0,1.28,2.24,0,0.96,2.56,0.64,0,0,1.28,82.87,0.32,0,0.96,5.12,9.6,2.56
22Month,0,2.19,1.64,8.75,0,0,0,1.09,0.55,4.92,5.47,44.83,0.55,3.28,14.76,0,1.09,6.01,8.2,0,0.55,1.09,0,0.55,0,1.09,2.73,4.37,0,0,37.17,0.55,0.55,0,0,0,1.64
