stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,4.09,0,8949.23,8.17,0,0,0,0,0,0,49.04,0,0,0,0,200.23,102.16,24.52,85.81,0,0,0,0,49.04,441.33,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,37.44,3.21,0,1797.25,22.47,28.88,0,2.14,0,1.07,0,0,0,0,1.07,0,120.89,5700.92,6.42,49.21,0,0,3.21,1.07,276.01,186.14,4.28,26.74,0,44.93,2.14,0,3.21,56.7,1.07,0,4.28,0,0,0
21Day,36.14,1.34,4.02,3247.28,14.72,77.63,0,36.14,12.05,13.39,0,0,21.42,1.34,85.67,32.12,111.1,1768.2,149.92,69.6,0,1.34,32.12,0,184.72,53.54,5.35,50.86,0,37.48,88.34,0,8.03,48.19,9.37,30.79,12.05,2.68,0,16.06
3Month,1.6,6.4,4.48,1317.87,5.76,0,11.84,3.2,545.51,39.35,0.32,0,62.07,90.55,1.92,171.17,101.74,838.91,134.38,27.84,5.44,1.6,82.87,19.2,24.96,0.96,27.84,114.22,0,1.28,16.96,0.32,228.76,26.88,0.32,0,1.28,80.63,114.22,27.52
22Month,0.55,5.47,7.11,595.85,2.19,0,11.48,3.83,173.84,23.51,8.2,0,92.93,18.04,4.37,272.78,21.32,86.92,51.93,16.4,1.09,4.92,33.89,0,8.2,3.28,24.05,162.9,3.83,0,3.28,0,67.79,110.97,4.92,0,0.55,8.75,0.55,7.65
