stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,20.43,0,0,0,0,0,0,0,0,12.26,0,4.09,12.26,0,0,0,0,0,28.6,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,22.47,0,3.21,0,0,0,0,0,0,5.35,3.21,0,10.7,0,0,1.07,0,20.33,11.77,0,1.07,5.35,0,0,2.14,1.07,0,0,0
21Day,0,1.34,0,20.08,24.09,0,30.79,0,0,1.34,0,4.02,1.34,6.69,1.34,1.34,9.37,0,0,4.02,0,54.88,4.02,12.05,0,5.35,1.34,1.34,1.34,2.68,0,0,2.68
3Month,0.64,1.28,0,14.08,0,0.32,3.84,0.96,1.6,6.08,2.88,0,5.12,3.52,0.64,1.28,19.84,0.32,0,3.52,0.32,0.64,0.32,4.16,0,0.32,1.6,51.51,0,0,0.96,15.68,1.28
22Month,0,1.64,1.64,11.48,0,0.55,1.09,0,6.56,15.85,4.37,1.09,4.92,0,0.55,3.83,27.88,0.55,1.64,1.09,0,1.64,0.55,3.83,0,0,0,30.07,0.55,0,0,0,0
