stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,12.26,0,0,0,0,0,85.81,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,4.28,0,3.21,0,0,0,0,0,0,0,0,0,0,3.21,18.19,2.14,9.63,0,0,0,1.07,21.4,8.56,0,0,3.21,1.07,0,8.56,0,1.07,0,0,0
21Day,2.68,0,1.34,17.4,4.02,4.02,0,1.34,0,0,0,0,2.68,2.68,1.34,1.34,4.02,16.06,10.71,9.37,0,0,1.34,0,12.05,6.69,2.68,0,17.4,2.68,2.68,0,1.34,4.02,0,0,2.68
3Month,0,4.16,2.56,31.99,0.96,0,0.32,0.32,0.32,13.44,6.72,0,58.55,12.16,0.96,23.36,8.96,6.72,17.6,11.52,2.56,0,5.44,5.12,1.28,0.32,1.6,0.64,0.32,0.96,15.68,0.32,0,0.96,2.24,5.76,8.64
22Month,0.55,1.64,2.73,13.12,0,0,0,0.55,0,3.83,10.93,4.37,166.73,4.92,2.19,15.31,0,2.73,16.4,9.84,0,0.55,2.73,1.09,0.55,0,1.64,1.09,1.09,0,1.09,1.09,0,0,0.55,0,2.19
