stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,0,0,0,0,150.84,9.63,0,0,0,2.14,0,0,1.07,0,0,0,0,0,0
21Day,2.68,4.02,2.68,33.46,29.45,0,2.68,0,0,0,2.68,0,8.03,4.02,2.68,16.06,8.03,17.4,0,0,0,0,722.81,26.77,0,2.68,0,4.02,22.76,0,12.05,2.68,21.42,0,0,0,6.69
3Month,0.32,0,0,13.76,0,0.96,0,1.6,1.92,0,12.48,4.48,0,4.8,0.64,1.92,3.52,9.92,1.92,0,1.92,1.6,61.11,0.96,29.12,3.84,0,0,2.88,122.86,5.44,2.24,0.32,0.96,1.92,101.74,6.4
22Month,0,2.19,3.83,9.84,0,0.55,0,0,10.39,1.64,80.36,3.28,0.55,8.2,1.64,0,7.11,25.69,2.19,3.28,0.55,0,157.98,6.56,49.75,33.89,31.16,0,0.55,35.53,81.45,4.92,0,5.47,0,1.09,1.64
