stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,11.77,2.14,0,0,0,0,0,0,0,1.07,0,12.84,2.14,0,5.35,0,2.14,0,0,10.7,12.84,0,0,0,2.14,1.07,0,2.14,0,0,0,0,0
21Day,0,0,0,125.82,4.02,0,1.34,0,0,0,0,0,0,0,34.8,2.68,0,4.02,0,0,0,0,4.02,2.68,0,0,0,1.34,1.34,0,1.34,0,1.34,0,0,0
3Month,0.64,0.96,0.32,99.18,0,2.24,2.24,2.56,1.6,0,32.31,4.48,0.96,7.04,7.04,3.2,3.52,7.36,0.64,0,1.6,0.96,0.32,0,2.24,0.32,0,0.32,1.92,22.72,0,0.32,0,9.92,10.24,2.88
22Month,0,2.19,1.64,112.61,0,1.09,0,0.55,4.92,1.09,37.72,1.09,0.55,2.73,4.37,1.09,2.73,3.83,0.55,1.64,0.55,0,0,0,0.55,0,15.85,0,0,21.87,1.09,0,0,0.55,0,2.19
