stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,24.52,0,0,0,4.09,24.52,0,0,24.52,0,0,0,8.17,8.17,151.2,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,37.44,1.07,5.35,0,1.07,1.07,0,0,0,17.12,0,2.14,5.35,692.15,13.91,3.21,18.19,0,200.05,0,75.96,57.77,60.98,9.63,0,0,18.19,28.88,0,0,4.28,0,0,6.42,0,0,0
21Day,8.03,0,61.57,85.67,0,36.14,0,6.69,21.42,2.68,0,0,279.75,0,10.71,491.24,8.03,24.09,13.39,45.51,0,2.68,18.74,38.82,58.9,14.72,48.19,1.34,0,14.72,52.2,0,0,21.42,6.69,9.37,48.19,0,0,10.71
3Month,1.28,7.68,84.79,262.36,0.64,0,20.48,1.92,200.61,27.84,0.96,0,5825,36.15,2.56,2018.88,19.52,32.63,24.96,36.47,8.64,4.16,87.03,430.33,5.12,0.32,68.79,7.36,0,0.96,85.75,0.32,20.48,1.92,0.32,0,0.96,14.72,16.32,34.23
22Month,2.19,7.65,74.35,103.86,0,0,18.04,0.55,112.06,23.51,11.48,0,7442.16,10.93,5.47,1864.09,3.83,3.28,16.4,33.35,0,101.68,46.47,39.36,1.64,0,59.59,3.83,15.31,1.09,15.31,0,2.19,2.19,6.01,0,0,2.73,0,11.48
