stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,4.09,0,1242.27,4.09,0,0,0,0,0,36.78,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,21.4,0,0,0,0,0,0,2.14,41.72,1.07,0,1.07,0,0,1.07,5.35,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,13.39,0,5.35,0,2.68,0,0,104.41,0,1.34,290.46,4.02,0,0,2.68,215.5,5.35,0,0,2.68,0,8.03,6.69,0,0,0,2.68,2.68,0,0,0,1.34,2.68,0,0,0
3Month,11.84,43.19,23.04,277.72,1.92,0,13.76,3.52,2.88,95.66,2740.05,2.24,747.72,27290.4,11.84,227.48,46.07,98.86,2259.8,192.29,58.23,2.88,61.75,40.63,22.08,3.84,21.44,15.68,0,17.92,52.79,89.91,75.19,12.48,2.56,1.92,94.7,194.53,95.02
22Month,8.75,44.28,8.2,80.36,1.64,0,84.73,3.28,0,26.24,9362.01,13.12,476.14,7934.15,8.2,41,5.47,14.76,7404.44,91.84,3.28,34.44,19.13,1.09,8.2,3.83,9.84,29.52,6.01,2.73,15.85,2.19,8.2,21.32,13.12,0,4.92,1.09,31.16
