stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,38.51,6.42,0,164.75,5.35,59.91,0,0,0,0,0,0,0,6.42,1.07,20.33,9560.72,6.42,96.28,0,6.42,2.14,1.07,467.5,222.52,2.14,1.07,75.96,0,0,0,36.37,1.07,3.21,4.28,0,0,0
21Day,62.91,0,8.03,3088,4.02,65.59,0,9.37,2.68,2.68,0,2.68,0,29.45,8.03,93.7,1847.18,22.76,80.31,0,2.68,16.06,0,99.05,32.12,1.34,1.34,40.16,37.48,0,0,2.68,9.37,18.74,5.35,0,0,17.4
3Month,0.32,1.6,4.16,397.06,0,0,0.64,0,39.03,46.71,0,22.4,73.91,1.28,6.4,33.27,31.67,31.04,5.12,2.24,0.32,2.24,0.64,1.6,0.32,2.56,0.64,0.64,2.56,0.32,16.64,1.28,0,0,0,5.76,12.8,19.84
22Month,0,1.09,0.55,315.97,0,0,2.73,0.55,11.48,79.81,0.55,95.66,20.23,2.73,2.73,7.65,28.97,41.55,3.83,0.55,6.56,0.55,0,0.55,0,1.09,0,0,1.09,0,28.97,1.09,3.83,0,0,0.55,0.55,2.73
