stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.33,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,1.07,24.61,3.21,0,0,0,0,60.98,7.49,0,1.07,4.28,0,0,2.14,0,0,0,0
21Day,0,4.02,0,1.34,6.69,0,0,0,0,0,0,0,4.02,0,0,0,62.91,10.71,0,0,0,0,26.77,2.68,0,1.34,1.34,0,0,2.68,0,0,0,0
3Month,0,1.28,0.32,3.2,0.64,0,0.32,0,1.92,0.32,9.92,1.28,0,1.28,0.96,0.32,41.91,0.32,0.64,0,1.6,1.28,0.32,0.64,0.32,0.64,0,0.32,2.88,0.64,0.32,0.64,3.84,0.64
22Month,0,0,0,1.64,0.55,0,0,0.55,1.64,0.55,38.27,0,0,3.28,0.55,0.55,20.77,4.37,0,1.64,0,0,0.55,0,0.55,1.64,0,0.55,0,0.55,0,0,0,0
