stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,600.7,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,0,0,0,0,0,0,0,0,1.07,0,0,3.21,265.31,1.07,0,0,0,0,5.35,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,8.03,5.35,0,1.34,0,0,0,0,0,0,17.4,4.02,0,2.68,409.59,1.34,0,0,0,0,1.34,4.02,0,0,0,0,12.05,0,0,1.34,4.02,0,0,0,1.34
3Month,1.28,2.24,1.28,16.96,0,1.6,0,0.96,2.24,9.28,0,32.63,13.44,2.24,14.08,2.24,4.8,2167.34,5.76,2.24,0,1.28,2.24,2.88,0,0.96,1.92,0,0,8.96,4.8,0,1.28,0,0.32,0.96,5.12,6.4
22Month,0.55,2.73,1.09,14.76,0,1.64,0,0,1.64,32.8,2.19,79.26,13.67,5.47,12.03,1.64,4.37,3979.65,16.95,0.55,4.37,1.64,1.09,1.64,0.55,0.55,3.83,0.55,0.55,2.19,2.19,0.55,12.57,0,0.55,1.09,0,2.73
