stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,3.21,1.07,0,0,0,0,16.05,5.35,0,1.07,2.14,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,4.02,4.02,0,0,0,0,0,0,0,5.35,0,0,1.34,0,8.03,0,0,0,0,2.68,1.34,0,0,1.34,0,0,0,1.34,0,0,0,1.34
3Month,0.32,2.24,0.32,13.44,0,1.28,0.32,0.96,5.12,0,28.16,2.24,1.28,9.28,1.28,3.52,2.56,5.44,1.28,0,2.24,0.64,0.64,0.32,0.32,0.96,0,0.32,0.32,6.08,0,0,1.6,1.6,3.52
22Month,0,1.64,0.55,5.47,0,0,0,1.64,4.92,2.19,55.76,2.19,1.64,14.76,0.55,0.55,2.19,1.64,0,2.19,1.09,0.55,0.55,0,0.55,0,0,0,0,1.64,0,0.55,0,0,1.64
