stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,1.07,7.49,0,1.07,0,0,0,0,0,1.07,0,0,0,4.28,0,0,1.07,0,0,0,0
21Day,0,0,1.34,1.34,1.34,0,0,0,0,0,0,0,1.34,5.35,0,2.68,0,4.02,0,0,1.34,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0
3Month,0,4.48,5.76,18.56,0,1.6,0.96,2.56,4.16,0,392.58,9.92,2.24,114.86,1.6,8,10.88,5.76,0.32,0,4.48,10.88,1.6,0.32,0.32,0.64,0,0,7.36,2.56,0,0,2.24,1.6,4.8
22Month,0.55,10.93,4.92,9.29,0,1.09,0,2.73,3.83,1.64,529.71,3.28,2.19,123.54,2.19,1.64,9.29,4.92,0.55,9.29,1.09,0,0.55,0,0,0.55,0.55,0.55,0.55,2.19,0,0.55,0.55,0,1.09
