stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,4.09,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,1.07,0,8.56,66.33,5.35,0,0,0,0,0,0,1.07,0,0,13.91,0,8.56,0,0,0,1.07,294.19,40.65,1.07,0,0,13.91,0,0,2.14,2.14,0,1.07,0,0,0
21Day,6.69,1.34,1.34,30.79,100.39,4.02,0,0,0,0,0,0,2.68,2.68,6.69,18.74,8.03,25.43,0,1.34,4.02,0,149.92,9.37,0,0,0,22.76,1.34,1.34,1.34,0,1.34,0,0,0,1.34
3Month,0,0.96,0.32,9.92,31.04,0,0.64,4.48,0.96,0,6.72,0.96,0.96,2.88,0,5.76,1.6,3.52,0.64,0.32,0.64,0,5.44,0,2.24,0.32,0,0,0.32,21.44,0,0,0,0,0.64,7.36,1.92
22Month,0,8.75,1.64,9.84,9.29,0,0,2.73,24.05,2.73,22.41,0.55,0.55,9.29,0.55,0.55,4.37,3.28,0.55,1.09,0,0,6.56,0,0.55,1.09,1.64,0,0.55,26.24,1.09,0,0,0,0,0,0.55
