stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,16.35,0,0,0,24.52,85.81,102.16,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,6.42,2.14,4.28,0,0,0,0,0,0,0,0,0,3.21,13.91,2.14,11.77,0,0,0,10.7,151.91,24.61,1.07,0,22.47,0,0,19.26,0,0,0,0,0,0
21Day,9.37,2.68,0,29.45,2.68,14.72,8.03,0,0,4.02,0,1.34,2.68,5.35,2.68,4.02,14.72,8.03,25.43,0,0,1.34,8.03,34.8,29.45,1.34,0,8.03,4.02,1.34,30.79,0,5.35,2.68,0,0,2.68
3Month,0,1.28,0.64,9.92,0,0,0.32,0.32,2.24,4.48,0,26.56,4.16,0.32,9.28,2.88,1.92,3.2,2.56,0.96,0,1.92,32.95,0.64,0,0,0,0.64,0,20.48,0.96,0,0,0.64,1.28,16.32,1.92
22Month,0.55,4.37,1.64,14.76,0.55,0,0.55,0,0,14.76,3.83,72.16,6.56,1.09,9.29,1.09,2.19,8.75,4.92,0,0.55,2.19,0.55,1.09,0.55,0,1.09,0.55,0,1.09,4.92,0.55,0,0,1.64,0,2.73
