stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,6.42,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,3.21,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,5.35,6.69,0,0,0,0,0,0,2.68,0,0,0,0,0,0,4.02,0,0,0,1.34,2.68,1.34,1.34,0,1.34,0,4.02,0,0,1.34,0
3Month,0,1.28,1.6,39.35,0.32,0,0.96,0.32,2.24,3.84,0,76.47,3.84,0.64,9.92,2.56,4.16,1.6,2.56,1.28,0,0.32,55.67,4.16,0,3.84,0.96,0.96,4.16,36.47,0.32,1.28,626.14,3.52
22Month,0,0,1.09,16.4,1.09,0,0,0,0.55,0.55,1.09,150.33,0.55,0.55,4.92,0.55,0,0.55,1.09,0,9.84,0.55,2.19,3.83,0,5.47,1.09,1.09,2.19,26.79,0,0.55,2.73,0
