stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,4.09,0,0,0,0,0,0,0,4.09,0,24.52,40.86,0,0,0,4.09,4.09,253.36,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,2.14,0,1.07,0,0,0,0,0,0,0,5.35,8.56,0,14.98,0,2.14,0,0,17.12,32.09,0,1.07,0,4.28,0,0,2.14,0,0,0,0,0
21Day,8.03,0,0,16.06,40.16,0,16.06,0,2.68,0,0,0,16.06,0,2.68,4.02,4.02,28.11,0,0,2.68,0,8.03,33.46,0,4.02,0,4.02,6.69,2.68,9.37,0,2.68,0,0,6.69
3Month,0,2.88,0.64,19.52,0,0.32,0.64,2.24,9.28,0,31.04,8,1.28,11.2,2.88,7.36,13.44,6.08,1.6,0,4.16,3.52,0.64,0.96,0.64,0.64,0,0,2.24,80.63,0.64,0.64,0,4.48,63.03,10.24
22Month,0.55,3.28,2.19,15.31,0,1.09,1.09,1.09,23.51,4.92,96.21,1.09,9.84,15.85,1.09,1.64,15.31,9.29,0.55,2.73,1.64,0,0,0,0.55,2.19,1.64,0.55,0,14.21,1.64,0,1.09,0,0,7.11
