stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,16.35,0,0,0,4.09,77.64,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,12.84,1.07,8.56,0,1.07,0,0,0,0,0,0,0,6.42,8.56,0,13.91,0,0,0,611.92,23.54,8.56,2.14,17.12,1.07,0,12.84,0,0,4.28,0,0,0
21Day,9.37,0,0,180.7,1.34,21.42,0,6.69,0,0,0,4.02,6.69,9.37,2.68,10.71,21.42,16.06,33.46,1.34,5.35,0,508.64,10.71,4.02,4.02,17.4,17.4,0,17.4,0,2.68,0,0,0,2.68
3Month,0.32,3.84,0.32,109.74,2.56,0,0.64,0,2.24,3.52,0.32,13.12,5.76,0.64,8.64,44.79,10.88,69.11,34.55,36.79,14.72,1.92,10.88,0.32,22.08,0.64,0.64,2.24,38.71,1.92,0,0,0.32,0.96,12.8,3.2
22Month,0,2.73,0.55,62.32,1.09,0,0.55,0,6.56,2.19,1.64,24.05,2.19,1.09,6.01,22.96,2.19,39.91,12.03,1.09,14.21,0.55,13.67,0.55,25.15,2.73,0,0.55,42.64,9.84,0.55,0,0,0,0,3.28
