stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,16.35,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,32.69,0,0,0,0,57.21,49.04,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,3.21,13.91,0,1.07,1.07,1.07,0,2.14,0,0,1.07,0,0,0,2.14,0,0,5.35,8.56,42.79,0,1.07,2.14,0,21.4,1.07,0,5.35,48.14,0,0,0,0,0,1.07,0,0,0
21Day,8.03,10.71,0,4.02,0,198.1,0,97.71,0,0,0,0,1.34,4.02,22.76,0,2.68,0,16.06,42.83,0,0,21.42,0,9.37,5.35,0,1.34,13.39,8.03,0,0,0,1.34,5.35,2.68,0,12.05
3Month,0,4.48,0.64,4.16,0.32,0,4.48,5.44,0.32,0.96,13.12,0,135.98,35.83,4.48,2.24,0.96,1.6,25.6,8,1.6,0,2.88,0.32,0.32,0,0,0,0.32,2.88,0.32,0.64,0.32,0,0,12.48,2.24,12.16
22Month,0,10.39,0,1.64,0,0,5.47,6.01,0,0,17.49,0.55,64.51,12.57,7.65,1.64,0,1.09,79.81,11.48,0,1.64,2.19,0,0.55,0,1.09,0.55,0,0.55,0,0.55,1.09,0,0,0.55,0,15.85
