stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,33.16,0,1.07,0,0,0,0,0,0,0,0,5.35,67.4,2.14,4.28,0,0,0,0,6.42,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,4.02,425.65,1.34,5.35,0,1.34,0,0,1.34,0,9.37,8.03,1.34,167.32,4.02,9.37,0,0,8.03,0,16.06,2.68,0,0,0,1.34,9.37,0,1.34,6.69,1.34,1.34,0,5.35
3Month,0.32,2.24,3.52,363.14,0,0,1.92,3.84,5.44,0,16.64,10.88,0.64,105.58,6.72,115.18,2.88,33.27,127.02,0,0.64,1.6,0.64,0,0.32,0,0,7.68,3.52,2.56,0,0,0,21.76,2.24,5.44
22Month,0,1.64,6.01,121.9,0,0,1.64,6.56,6.56,13.67,31.71,3.83,2.19,125.18,1.09,55.21,6.56,47.56,13.12,0.55,3.28,0,0,0,1.64,0.55,0.55,13.12,0.55,5.47,1.09,0,0,1.64,0,2.73
