stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,85.81,0,0,0,4.09,0,0,0,16.35,0,0,0,0,0,36.78,81.73,81.73,0,0,0,0,28.6,388.21,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,22.47,9.63,0,48.14,6.42,6.42,0,3.21,0,0,0,0,0,0,10.7,0,20.33,77.02,5.35,72.75,0,3.21,3.21,0,230.01,89.86,3.21,0,0,47.07,7.49,0,0,7.49,0,6.42,0,0,1.07
21Day,12.05,5.35,2.68,82.99,0,34.8,0,36.14,0,1.34,0,0,9.37,5.35,56.22,4.02,2.68,42.83,37.48,125.82,0,0,20.08,0,69.6,54.88,2.68,0,0,68.27,20.08,0,0,14.72,2.68,4.02,0,0,22.76
3Month,0,1.28,0.64,20.16,0,0,0.64,0.64,2.88,6.4,0,0,26.88,14.4,2.24,7.04,1.28,8,10.56,5.44,0.96,0,1.92,1.6,1.92,0.32,0.96,0.64,0,0.32,0.64,0.32,0.32,0.32,0,0.32,2.24,2.88,7.36
22Month,0,3.83,1.64,4.92,0,0,2.19,0,2.19,12.03,1.09,0,76.53,9.29,4.92,16.4,1.09,2.19,15.31,4.37,0,2.19,0.55,0,0.55,0,2.73,0,0.55,0,0,0,0,1.09,0,0,1.09,0,5.47
