stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,8.17,0,0,0,0,0,20.43,0,0,4.09,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,1.07,0,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,32.12,4.02,13.39,0,8.03,0,0,0,4.02,0,1.34,0,0,5.35,4.02,12.05,0,0,4.02,0,1.34,0,0,0,2.68,1.34,0,0,0,0,5.35
3Month,0,4.8,3.2,93.75,0.96,0,1.6,2.88,8,42.87,0,31.04,32.31,7.36,39.35,5.76,18.88,24.96,15.36,2.88,0,8.64,4.8,2.24,0.96,3.84,0.32,1.6,2.88,59.51,0.64,8.64,6.4,59.51
22Month,0,8.75,1.64,25.15,0,0,1.64,1.64,2.73,27.33,0.55,48.65,9.84,13.67,9.29,1.64,4.37,20.23,16.4,0,0.55,2.73,0,1.09,0,2.19,2.73,1.09,2.19,2.19,0.55,0,0,28.97
