stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,4.09,0,0,0,0,0,40.86,0,0,0,12.26,4.09,20.43,53.12,0,0,16.35,478.11,8.17,0,0,0,0,0,0,0,0,8.17,0,0
72hpf,5.35,0,1.07,6.42,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,25.67,28.88,2.14,0,0,3.21,0,0,1.07,12.84,8.56,2.14,0,0
21Day,0,1.34,0,1.34,1.34,0,0,0,0,0,0,0,0,2.68,1.34,0,8.03,0,5.35,9.37,1.34,0,0,0,1.34,1.34,1.34,18.74,5.35,2.68,0,0
3Month,0,0.96,13.44,1.28,0,0.32,0,0.96,0,7.68,1.92,3.2,0.64,1.92,2.24,0.64,10.56,0.96,0.64,0,9.6,0.32,0,0.32,1.28,19.84,0,0.32,0,0.64,299.79,4.16
22Month,0,0,4.37,0,0,0,1.09,1.09,0,6.56,0.55,0.55,0,0,2.19,2.73,5.47,0,1.09,0,7.11,0,1.09,0,0,15.85,0.55,22.96,0,0.55,1.09,0.55
