stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,1.34,1.34,0,0,0,8.03,0,0,0,6.69,0,0,2.68,1.34,5.35,0,0,0,0,1.34,1.34,0,0,0,1.34,0,0,0,1.34,0,0,20.08
3Month,0.96,6.08,1.28,21.76,0.32,0,3.2,0.96,4.48,1116.94,0,21.12,12.48,2.88,9.92,2.88,8.64,20.48,9.6,3.52,0.32,2.56,2.24,0.64,0.64,2.88,0.96,0,1.92,12.8,8.32,1.28,0.96,4.8,6.4,261.72
22Month,0.55,4.92,1.09,6.56,0,0,14.76,0,1.09,1854.8,6.01,28.43,9.29,0.55,4.37,0.55,2.73,38.81,3.83,0,0,1.09,0.55,1.64,0,2.73,1.09,1.09,0,1.09,1.64,3.83,1.64,1.09,0,139.4
