stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,4.09,0,0,0,0,0,0,4.09,0,0,0,0,8.17,77.64,57.21,40.86,0,0,0,0,4.09,77.64,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,17.12,6.42,4.28,0,0,0,1.07,1.07,0,0,0,1.07,0,8.56,102.7,1.07,11.77,0,1.07,1.07,0,12.84,26.74,1.07,0,0,12.84,1.07,0,0,1.07,0,0,0,0,0
21Day,4.02,1.34,0,123.15,1.34,6.69,0,8.03,0,2.68,0,0,1.34,6.69,34.8,0,5.35,84.33,13.39,13.39,0,4.02,2.68,0,9.37,5.35,0,1.34,0,5.35,0,0,0,0,1.34,0,0,0,5.35
3Month,1.92,7.68,1.6,109.1,0.64,0,0,1.28,3.84,30.4,0.32,0,111.66,66.87,3.84,12.48,13.76,51.19,16.32,11.84,2.24,0.64,2.88,2.88,1.92,0.32,3.84,0.96,0,0,2.88,0.96,8.96,0.32,0,0.32,2.56,38.07,23.36
22Month,0.55,10.39,1.09,42.64,0.55,0,0.55,1.64,2.19,68.88,21.32,0,305.03,35.53,5.47,12.57,3.28,25.69,24.6,7.65,0,3.83,2.73,1.09,1.09,0.55,1.64,0.55,1.64,0,0,0,4.37,1.09,0,0,0.55,0,10.39
