stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,4.09,0,0,4.09,0,8.17,20.43,69.47,40.86,0,0,0,0,36.78,147.11,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,2.14,2.14,1.07,0,0,0,2.14,0,0,0,0,0,0,4.28,34.23,7.49,9.63,0,0,0,0,11.77,12.84,0,0,0,10.7,0,0,4.28,0,0,0,0,0
21Day,5.35,0,0,38.82,0,2.68,0,1.34,0,5.35,0,0,1.34,0,2.68,4.02,0,17.4,5.35,52.2,0,0,4.02,0,13.39,2.68,0,1.34,0,10.71,1.34,1.34,1.34,1.34,1.34,0,0,2.68
3Month,0,0.96,0.96,38.39,0.32,0,0.32,0.32,4.8,66.87,0,0,40.31,15.36,1.28,17.28,3.52,11.84,12.48,8,3.52,0,2.24,1.6,3.2,0,1.6,0.96,0,0.64,0.64,31.99,0.96,0,0,2.24,120.3,5.12
22Month,0,0.55,1.64,16.4,0,0,1.09,0,3.83,138.85,5.47,0,94.57,6.56,1.64,19.68,2.73,3.28,30.07,9.29,0,2.19,1.09,0,0.55,0,1.64,0,2.73,0,0.55,10.39,1.09,0,0,0,0.55,2.73
