stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,4.28,0,0,2.14,2.14,0,2.14,0,0,0,0,0,0
21Day,0,0,12.05,2.68,0,0,0,0,0,0,0,0,0,0,0,2.68,0,2.68,0,0,0,4.02,0,0,0,0,0,0
3Month,0,0,7.36,0,0.32,0,0,0,0,1.6,0.32,0,0.96,2.24,0,0.64,0,0.32,0,0,0,0,0,1.92,0,0.32,0.32,0.32
22Month,0.55,4.37,9.29,0,0,0.55,1.09,1.09,4.37,92.38,1.09,0.55,2.19,15.31,3.28,7.11,4.92,0.55,0,0,0.55,1.09,0.55,0,0.55,0,0,0
