stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,16.35,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.16,36.78,0,0,0,0,1042.03,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0
72hpf,12.84,124.1,0,18.19,3.21,29.95,0,0,0,0,3.21,0,0,0,3.21,0,4.28,26.74,2.14,80.23,0,1.07,8.56,316.66,922.16,34.23,10.7,0,125.17,1.07,0,1899.95,1.07,0,10.7,0,0,0
21Day,14.72,38.82,1.34,64.25,1.34,41.49,0,4.02,0,1.34,20.08,0,5.35,4.02,14.72,6.69,1.34,32.12,28.11,342.66,0,0,30.79,311.88,279.75,34.8,2.68,0,192.75,36.14,8.03,1509.87,21.42,52.2,78.97,1.34,0,20.08
3Month,0,54.71,0,28.8,1.28,0,0.64,0,12.16,1.6,24,0.64,16.32,5.44,1.28,5.44,0.96,2.56,13.44,132.78,9.28,0.32,9.28,78.39,5.44,98.54,1.28,0,28.16,1.92,88.31,30.4,1.28,0,11.52,6.08,33.59,13.76
22Month,0,51.39,0.55,16.95,0,0,1.09,0.55,1.09,0.55,29.52,1.09,42.09,3.28,2.19,2.73,0,0,12.03,126.82,2.73,1.09,2.73,35.53,4.92,98.94,2.19,0.55,21.32,1.09,12.03,33.89,0,0,1.64,1.64,0,4.37
