stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,155.28,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,4.28,2.14,0,0,0,0,0,0,1.07,0,3.21,6.42,0,12.84,0,0,3.21,20.33,0,5.35,0,1.07,8.56,0,1.07,0,0,0
21Day,1.34,4.02,0,9.37,2.68,0,0,0,0,0,0,0,0,0,2.68,0,12.05,1.34,0,20.08,6.69,0,8.03,2.68,0,2.68,0,0,0,0,0
3Month,0,0.32,0.32,6.08,0,0.32,0.32,0.64,0,5.12,0.32,0.32,2.24,0.32,0.96,0,2.56,0,0.32,0,0,0.96,0,0,2.56,0,0,0,0.32,5.44,0.64
22Month,0,0.55,0,2.19,0,0,0,2.19,1.64,15.85,1.09,0.55,0.55,0,0,1.09,2.19,0.55,0,0.55,0,0.55,0,0,0,0,1.09,0,0,0,1.09
