stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,0,0,0,0,0,0,1.07,0,0,1.07,35.3,14.98,0,0,0,0,0,1.07,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,18.74,16.06,2.68,0,0,2.68,0,0,6.69,0,0,53.54,0,6.69,2.68,6.69,0,0,0,1.34,5.35,1.34,0,0,0,8.03,0,0,1.34,2.68,1.34,0,0,0
3Month,0.32,2.24,32.95,67.51,0,4.48,0.64,145.26,8,0,168.29,10.56,1.28,1457.69,2.88,8,4.16,8.32,1.6,0.32,33.91,19.52,1.92,0.32,10.88,1.92,0,0.64,8.64,6.08,0.64,0.64,0,3.2,5.76,7.04
22Month,0,2.73,35.53,21.87,0,0,0.55,73.25,3.83,1.09,198.98,1.09,1.09,1444.26,0,2.73,2.73,6.56,0,6.56,15.31,1.09,0,0,11.48,1.09,0.55,0.55,1.09,3.28,1.64,0,0,0,0,1.64
