stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,8.17,0,77.64,0,0,0,0,4.09,0,4.09,0,0,0,0,8.17,4.09,0,118.51,0,0,0,4.09,20.43,510.8,0,0,0,24.52,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,6.42,0,24.61,6.42,3.21,0,0,0,0,0,0,0,0,0,11.77,35.3,0,56.7,0,0,1.07,1.07,23.54,47.07,0,0,0,39.58,1.07,0,6.42,0,0,3.21,0,0,0
21Day,9.37,0,4.02,49.53,5.35,1.34,1.34,0,0,0,0,2.68,1.34,4.02,12.05,6.69,13.39,6.69,58.9,0,0,5.35,1.34,10.71,22.76,0,0,0,30.79,4.02,1.34,4.02,1.34,4.02,2.68,0,0,0
3Month,0.32,2.88,1.6,108.78,1.28,0,1.28,16.32,6.08,0.32,0,50.55,2.88,1.92,45.75,3.52,35.83,7.68,26.88,3.84,0,4.48,5.44,1.6,0,2.24,1.28,0,0.96,3.2,83.19,0.96,0,0,1.6,8,6.08,6.4
22Month,0.55,8.75,3.83,50.84,0.55,0,0,7.65,8.2,14.21,0,124.64,2.73,6.56,50.29,2.19,5.47,11.48,16.95,0.55,2.19,3.28,0,0.55,0,2.19,0.55,1.09,1.09,0.55,42.64,1.64,0.55,0,0,2.73,0,2.19
