stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,204.32,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,8.17,0,0,0,0,8.17,69.47,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1722.36,3.21,0,13.91,2.14,5.35,0,0,0,0,0,0,0,0,0,0,4.28,19.26,3.21,13.91,0,0,0,1.07,86.65,37.44,0,1.07,21.4,1.07,0,8.56,0,0,0,0,0,0
21Day,1081.53,0,0,18.74,0,4.02,2.68,0,0,2.68,0,0,4.02,0,1.34,0,1.34,14.72,10.71,40.16,0,0,4.02,0,34.8,13.39,0,0,12.05,4.02,1.34,4.02,1.34,9.37,2.68,0,0,4.02
3Month,43.51,1.92,0,17.28,0,0,0,0,0.32,1.6,14.4,0,5.12,4.16,0,1.92,0.64,4.48,0.64,8.32,0.64,0,0.96,0,0.32,0,0.64,0.64,0.32,0.32,15.36,1.28,0,0,0.96,1.28,1.92,1.28
22Month,10.39,2.73,2.19,16.4,0,0,0,0.55,0,6.01,0,0,47.56,2.73,0,14.21,0.55,3.28,4.37,14.76,0,3.28,1.09,0,0,0.55,0,0,0,0,6.56,1.64,0,0,0,0,0,0
