stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,682.43,65.38,0,102.16,16.35,0,0,8.17,0,0,0,0,73.56,0,0,0,0,24.52,28.6,53.12,465.85,0,0,0,16.35,241.1,3996.5,8.17,0,0,61.3,0,0,0,0,16.35,0,0,0
72hpf,160.47,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,18.19,0,1.07,0,1.07,18.19,14.98,1.07,2.14,0,2.14,0,1.07,4.28,0,1.07,0,0,0
21Day,156.61,0,1.34,6.69,2.68,5.35,0,2.68,0,0,0,0,0,38.82,0,2.68,1.34,1.34,10.71,2.68,13.39,0,2.68,0,0,12.05,12.05,1.34,2.68,0,34.8,5.35,0,4.02,1.34,0,0,0,0
3Month,15.68,2.88,5.76,15.68,0,0,4.8,0,0.32,3.52,8,0,0,1555.27,9.92,0.32,19.84,4.48,3.84,6.4,13.44,2.88,5.12,2.88,4.48,0.64,0.32,2.88,1.28,0,0.32,28.48,9.6,0.32,0,0.32,4.8,3.2,5.44
22Month,2.73,3.28,1.64,11.48,0,0,1.64,0,0,1.09,2.19,0.55,0,1408.73,2.19,1.64,7.65,0,1.09,2.73,18.59,0,41,2.73,0,0.55,0,0.55,1.09,1.09,0.55,3.28,26.79,0,1.64,0,0,0,1.09
