stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0,4.09,8.17,0,4.09,0,0,0,0,4.09,81.73,0,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,1.07,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,3.21,2.14,0,3.21,0,1.07,0,0,20.33,8.56,0,0,0,3.21,0,0,0,0,0,0
21Day,0,0,0,4.02,5.35,0,0,0,0,0,0,0,0,6.69,0,1.34,2.68,0,2.68,0,0,1.34,0,8.03,6.69,1.34,0,0,1.34,0,1.34,1.34,0,0,2.68
3Month,0,0,0.32,11.2,0,0.32,0.64,0,1.92,1.6,0,7.68,1.6,2.56,7.04,1.28,8.32,2.24,6.4,0.96,0,0.64,1.28,0,0,1.6,0.64,0,0,0.32,8.96,0.32,0.32,4.48,1.28
22Month,0.55,3.28,0.55,3.83,0,1.09,0.55,0.55,1.09,1.09,1.09,36.63,0.55,1.09,7.11,0.55,3.28,2.73,2.73,0.55,0.55,2.19,0,0.55,0.55,1.09,0,0.55,0.55,0,1.64,0,0.55,0,1.64
