stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,36.78,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,32.69,400.47,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,11.77,0,25.67,18.19,13.91,0,0,0,0,0,0,0,0,0,0,1.07,23.54,1.07,21.4,0,1.07,0,1759.81,348.75,4.28,21.4,32.09,0,0,36.37,3.21,0,5.35,0,0,0
21Day,4.02,9.37,1.34,60.23,0,18.74,0,1.34,0,0,0,1.34,2.68,2.68,12.05,2.68,1.34,10.71,2.68,24.09,0,0,4.02,689.34,242.27,2.68,13.39,14.72,17.4,1.34,9.37,2.68,6.69,1.34,0,0,5.35
3Month,0.32,1.92,0.32,21.44,1.6,0,0.32,0.32,0.32,2.88,17.92,0,16,6.08,0.64,4.8,2.56,3.2,3.84,6.72,0.64,0.64,0.64,486.64,4.48,12.8,5.76,1.28,2.56,74.87,2.56,0,0,1.6,0.64,87.67,15.36
22Month,0,1.64,0.55,10.93,1.09,0,0.55,0,0,1.64,16.95,8.2,42.09,1.64,2.73,3.28,0,0.55,5.47,6.56,0,2.19,1.64,273.87,4.92,20.23,2.19,0.55,0,12.03,16.95,1.64,0,2.19,0.55,0,16.4
