stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,269.7,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,0,0,0,0,0,0,0,0,0,0,0,4.28,2.14,0,0,0,9.63,0,0,36.37,13.91,6.42,0,0,1.07,0,0,0,7.49,0,0,0,0,0
21Day,1.34,1.34,1.34,38.82,2.68,0,0,0,0,0,0,26.77,0,2.68,0,8.03,2.68,1.34,4.02,0,0,1.34,0,6.69,6.69,4.02,0,0,6.69,0,0,0,0,0,1.34,0,0,2.68
3Month,0.32,4.48,7.04,182.37,0,8,1.28,0,25.6,18.24,0,3642.62,24,2.88,55.67,9.28,86.07,10.24,20.8,5.44,2.24,10.88,3.84,3.2,0.32,89.59,3.84,0,2.24,39.03,0.32,8.32,1.92,0.32,0,8.96,4.48,12.48
22Month,2.19,4.37,5.47,102.77,0,11.48,1.09,0.55,14.21,18.04,5.47,5309.66,7.65,3.28,24.05,2.19,11.48,14.76,15.85,0.55,134.48,6.01,0,2.19,0,71.07,6.56,4.92,1.09,9.29,0,3.83,3.28,5.47,0,0,0,8.75
