stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,61.3,8.17,0,0,0,0,0,0,36.78,0,0,0,0,20.43,12.26,24.52,49.04,0,0,0,0,8.17,241.1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,11.77,7.49,34.23,0,2.14,0,0,0,0,0,0,7.49,0,4.28,29.95,0,9.63,0,0,1.07,1.07,210.75,113.4,0,0,0,16.05,0,0,8.56,1.07,0,0,0,0
21Day,10.71,0,1.34,50.86,4.02,93.7,0,44.17,1.34,0,0,0,0,0,25.43,2.68,2.68,36.14,5.35,22.76,0,0,2.68,0,58.9,48.19,0,10.71,0,12.05,9.37,20.08,4.02,0,1.34,0,0,33.46
3Month,0.64,4.8,1.6,96.94,3.52,0,4.16,6.4,11.2,3.52,0,0,23.68,9.92,8.32,16.64,12.8,9.28,8,13.44,2.24,0.32,16.96,9.28,1.92,1.6,1.6,4.16,0,0.32,2.56,95.66,0.96,0,0,0.96,3.2,192.29
22Month,0.55,5.47,7.11,110.42,1.64,0,1.64,4.92,5.47,4.37,4.37,0,277.7,4.92,6.56,25.15,6.01,2.73,12.03,8.2,0,7.65,5.47,0,1.64,0.55,4.37,4.92,1.09,0.55,0.55,126.28,1.09,0,0,1.09,0,34.99
