stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,0,0,9.63,1.07,16.05,0,1.07,0,1.07,0,1.07,0,0,0,3.21,29.95,1.07,14.98,0,1.07,0,1902.09,94.14,2.14,3.21,10.7,0,0,13.91,1.07,3.21,4.28,0,0,0
21Day,10.71,0,2.68,13.39,1.34,18.74,0,1.34,0,0,0,2.68,2.68,2.68,2.68,1.34,6.69,5.35,22.76,0,0,5.35,766.98,46.85,2.68,4.02,4.02,25.43,4.02,1.34,6.69,6.69,2.68,0,0,5.35
3Month,0,0.32,0.64,8.64,0.32,0,0,0,0,1.92,0,11.52,2.88,0.32,1.28,1.6,7.68,3.84,3.84,0.32,0,0.64,8,1.28,1.28,84.15,0,0.96,104.62,0,0,0,0,0.64,9.6,1.92
22Month,0,1.09,0,7.11,0.55,0,1.09,0,0.55,7.11,1.09,49.2,3.83,0.55,4.37,1.09,3.83,2.19,9.29,0.55,1.09,1.09,16.4,0,6.01,413.82,0,0.55,38.81,0.55,0,0,0,0,0,0.55
