stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,18.19,1.07,2.14,0,0,0,0,23.54,16.05,0,0,1.07,0,0,2.14,0,1.07,0,0,1.07
21Day,1.34,0,0,9.37,0,0,0,0,0,0,0,0,0,0,0,24.09,0,1.34,0,0,0,0,8.03,2.68,0,0,1.34,0,0,1.34,0,0,0,0,0
3Month,0,0.32,1.92,73.91,0,0.96,0.96,2.24,3.2,0,11.2,3.52,0.64,39.67,6.4,4.8,3.52,6.72,0.32,0,0.96,0.96,1.6,0.64,0.96,0.32,0,0.64,23.68,0.64,0.32,0,1.6,3.2,3.2
22Month,0.55,2.19,3.28,49.2,0,0,0,9.84,3.28,1.64,24.05,2.73,3.83,47.01,1.09,6.01,4.92,3.83,1.09,1.09,6.01,0,0,0,2.73,0,0.55,0,12.03,0.55,0,0,0,0,1.64
