stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,0,1.07,0,3.21,3.21,0,0,0,1.07,0,20.33,0,0,0,0,0,0
21Day,4.02,0,0,1.34,0,0,0,1.34,0,0,0,0,0,1.34,0,1.34,0,0,0,0,0,0,0,1.34,0,0,0,1.34,5.35,70.94,0,0,0,0,2.68,1.34
3Month,3.52,6.4,5.12,74.55,2.88,0.96,0.96,16.32,21.12,0.32,130.86,40.95,2.88,45.75,10.56,28.48,24.96,36.79,5.12,0.64,10.56,19.52,7.36,2.56,8.32,6.72,0,0.64,37.11,5576.72,6.4,0,0.32,23.04,2565.35,23.36
22Month,0,2.73,2.73,15.85,0,0.55,0,4.37,4.92,3.83,102.22,2.19,0.55,20.77,0.55,1.09,8.2,6.56,0,4.37,0,1.09,2.19,0.55,1.09,1.64,19.68,2.73,1.09,886.67,2.73,1.09,0,0,9.84,3.28
