stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,61.3,0,0,0,0,24.52,65.38,0,0,0,32.69,0,0,0,0,0,8.17,0,0,0
72hpf,23.54,3.21,0,7.49,3.21,19.26,0,0,0,0,0,0,0,0,3.21,20.33,1.07,31.02,0,1.07,0,0,2104.28,49.21,0,1.07,0,51.35,0,1.07,8.56,1.07,0,3.21,0,0,0
21Day,2.68,0,0,8.03,0,4.02,0,1.34,0,0,1.34,0,5.35,1.34,1.34,2.68,4.02,12.05,0,0,0,0,155.27,9.37,0,0,0,2.68,1.34,1.34,2.68,0,2.68,0,0,0,2.68
3Month,0,2.24,0.64,19.52,0,0,0.64,0,2.24,2.88,8.96,6.72,2.88,5.76,0.32,5.76,9.28,3.2,2.24,0,0.64,0.64,1.6,0,1.6,2.24,0,0,1.28,57.91,0.32,0,0,0,2.24,19.2,232.28
22Month,0,0,0,7.11,0,0,1.64,0,0.55,2.19,31.71,2.19,1.09,7.65,0.55,3.28,7.11,3.28,0,1.64,0.55,0,1.09,0.55,1.64,0,1.09,0,0.55,72.71,0,0,0,0,0,0,86.37
