stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,11.77,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,2.68,6.69,1.34,0,1.34,0,2.68,0,0,1.34,26.77,1.34,0,12.05,22.76,0,0,1.34,0,0,1.34,2.68,0,0,0,0,0,1.34,0,0,0,10.71
3Month,0,2.88,5.12,55.35,0,3.2,0.96,32.63,102.7,0,15.04,38.71,7.36,100.14,0.64,6.4,61.11,7.36,0.64,0,26.88,0.64,0.64,0.64,3.2,0.96,0,3.2,4.8,0.32,0,2.88,3.84,108.14
22Month,0.55,6.56,16.4,28.97,0,4.92,0.55,38.81,198.44,0.55,41.55,69.43,21.32,418.74,1.09,6.01,206.09,8.2,0,2.19,10.93,0,0,0,2.19,0.55,0.55,4.37,0.55,0,1.09,0.55,0,85.82
