stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,40.86,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,2.14,3.21,0,0,0,0,0,0,0,2.14,0,0,2.14,1.07,11.77,0,0,1.07,0,207.54,44.93,1.07,0,0,11.77,0,0,1.07,0,0,1.07,0,0,0
21Day,10.71,0,0,6.69,8.03,0,0,0,2.68,0,0,0,5.35,4.02,0,2.68,2.68,9.37,0,0,1.34,0,196.76,14.72,1.34,0,0,6.69,4.02,0,2.68,1.34,1.34,1.34,0,0,1.34
3Month,0.64,0.64,2.24,21.44,0,0.64,0.96,2.88,8.96,0,4.48,3.52,8.96,2.24,1.28,6.08,9.28,28.48,11.52,0,2.56,0.64,7.04,2.56,15.04,0.32,0,0.32,0.96,4.48,0.64,0,0,2.88,0.96,0.96,2.56
22Month,0.55,2.19,2.19,12.03,0,0,0.55,2.73,20.23,2.19,12.57,4.37,7.65,5.47,1.64,2.19,30.61,23.51,0,0.55,0,0,21.32,0.55,7.65,1.09,0.55,0,0.55,9.29,0.55,0,0,0,0,0,4.37
