stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,12.26,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,2.14,0,5.35,43.86,2.14,2.14,0,0,0,1.07,9.63,4.28,0,0,0,0,0,0,0,1.07,0,0,0,0,0
21Day,2.68,5.35,10.71,156.61,5.35,14.72,0,12.05,0,6.69,5.35,0,4.02,0,24.09,14.72,5.35,145.9,32.12,80.31,0,0,30.79,1.34,18.74,5.35,0,1.34,0,12.05,4.02,0,8.03,0,4.02,1.34,0,0,20.08
3Month,2.88,40.95,77.43,611.74,1.6,0,10.88,6.08,1.6,224.6,70.07,1.6,274.52,73.91,16.32,684.69,43.19,113.26,150.06,127.66,50.55,1.28,197.73,22.4,9.92,1.28,44.79,3.2,0,8,10.24,0.32,90.87,2.88,0,4.8,32.31,16.96,168.61
22Month,2.19,80.9,77.62,300.11,1.09,0,10.39,5.47,0.55,178.76,138.85,46.47,923.3,50.29,41,782.81,15.31,47.56,169.46,112.06,1.09,20.23,101.68,3.28,7.11,0.55,42.09,4.37,1.64,4.92,4.37,0,92.93,12.03,0,0.55,10.93,0,89.65
