stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,3.21,0,7.49,3.21,17.12,0,0,1.07,0,0,0,0,0,3.21,25.67,2.14,13.91,0,0,1.07,1906.37,50.28,5.35,37.44,25.67,0,0,7.49,2.14,1.07,3.21,0,0
21Day,5.35,0,0,21.42,0,13.39,2.68,0,1.34,0,1.34,0,5.35,0,0,6.69,4.02,10.71,0,0,1.34,692.02,10.71,0,14.72,6.69,8.03,0,2.68,1.34,8.03,1.34,0,2.68
3Month,0,0.32,0,1.92,0,0,0,0.32,0.96,0,3.84,0.32,0,0.32,0,0.96,0.32,0.96,0,0,0.64,1.28,0,1.6,0,0.32,0.64,0,0,0,0,0,0.64,0
22Month,0,0,0.55,2.73,0,0,0,0.55,1.64,0.55,12.57,0,0,2.19,0.55,0.55,0.55,2.73,1.09,0.55,0,6.01,0,2.73,1.09,0,0,2.73,0,0,0,0,0,1.09
