stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,12.26,138.94,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,3.21,4.28,0,0,0,0,0,0,0,1.07,0,0,1.07,1.07,6.42,0,0,0,25.67,17.12,0,0,0,3.21,0,0,2.14,1.07,0,0,0
21Day,0,0,0,4.02,1.34,0,0,0,1.34,0,0,0,0,0,0,0,0,2.68,0,0,0,14.72,6.69,0,1.34,0,0,0,0,0,2.68,0,0,0
3Month,0.32,1.6,0.32,19.84,0,0.32,0.32,1.28,4.48,0,30.4,3.2,0.64,9.92,2.24,9.6,5.76,12.8,2.56,4.8,1.92,1.92,0.64,1.28,0.32,0,0.32,0.32,11.84,0.64,0,3.2,8,3.2
22Month,0,0.55,0,0.55,0,0,0,0,0.55,1.09,14.76,0.55,0,0.55,0,0,0.55,1.64,0,0.55,0,0,0,0,0.55,0.55,0,0,0.55,0,0.55,0,0,0
