stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,12.26,2729.72,0,0,0,0,44.95,559.84,0,0,2406.89,0,0,0,0,0,0,0,0,0
72hpf,151.91,14.98,0,59.91,13.91,124.1,0,0,0,0,1.07,0,1.07,0,0,0,22.47,148.7,14.98,8582.93,0,2.14,9.63,0,447.17,294.19,0,10.7,7321.65,4.28,0,68.47,1.07,9.63,100.56,0,0,0
21Day,48.19,1.34,4.02,84.33,1.34,100.39,0,10.71,4.02,2.68,5.35,0,12.05,0,25.43,9.37,5.35,54.88,14.72,6499.92,5.35,1.34,37.48,0,84.33,57.56,5.35,2.68,2011.82,77.63,0,9.37,12.05,70.94,17.4,0,0,12.05
3Month,3.84,0.96,0.32,17.28,0.32,0,4.16,0.64,314.51,2.24,21.76,0,25.92,6.4,0.64,15.68,1.6,8,8.64,924.97,181.73,0,4.48,3.2,0.96,0.96,0.32,0.96,1.92,10.56,18.56,0.96,0,0,3.84,4.48,6.4,3.84
22Month,0,0,1.09,3.83,0.55,0,1.64,0.55,83.09,0.55,3.28,1.64,25.69,0.55,0,4.92,0,0.55,3.28,179.85,15.31,1.09,0.55,0,0,0,0,0,0,0.55,3.83,0,0,0,0.55,1.09,0,0.55
