stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,40.86,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,8.56,2.14,2.14,0,0,0,0,0,0,0,0,0,3.21,1.07,366.94,0,0,177.59,0,33.16,24.61,0,0,0,197.91,0,0,5.35,0,0,1.07,0,0,0
21Day,26.77,9.37,5.35,29.45,0,18.74,0,0,0,4.02,4.02,0,6.69,6.69,1.34,18.74,8.03,1505.85,5.35,0,1473.72,0,37.48,16.06,1.34,2.68,0,133.85,49.53,5.35,5.35,5.35,14.72,6.69,0,0,2.68
3Month,0,8,0.32,15.36,0.32,0,0.32,0.32,2.88,14.72,13.12,1.92,0,6.08,1.92,4.48,4.16,85.43,196.45,0,16,1.92,0.32,0,1.28,0.64,0,3.84,0.64,5.44,0.32,0,0,0.64,143.02,2.56,2.56
22Month,1.09,1.64,1.09,2.19,0,0,0.55,0,0.55,4.37,57.95,3.28,0.55,4.37,0.55,2.19,3.83,67.79,20.23,1.09,73.8,0.55,0,0,2.19,0,0.55,3.28,0,12.57,0,0,0,2.73,27.88,0,2.73
