stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,14.98,0,0,0,0,16.05,0,0,3.21,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0
21Day,1.34,1.34,8.03,10.71,9.37,0,1.34,0,1.34,1.34,0,88.34,2.68,1.34,171.33,0,10.71,9.37,9.37,0,0,1.34,0,16.06,1.34,5.35,1.34,0,6.69,8.03,0,0,1.34,1.34,1.34,0,0,4.02
3Month,0.96,5.12,23.68,55.35,0,7.04,0.32,0,18.88,14.08,0.64,2477.05,53.11,2.88,907.38,11.84,16.32,11.52,21.12,5.12,2.24,10.56,21.12,3.2,0.64,5.12,2.24,0,0.96,36.79,0.32,11.84,2.24,0.32,0,6.08,9.6,13.12
22Month,0.55,11.48,47.56,35.53,0,6.56,1.09,0.55,47.01,39.91,8.75,7279.25,25.15,3.28,1894.16,1.64,3.83,22.41,34.44,3.28,103.86,13.12,2.19,2.19,0.55,14.21,8.75,7.11,0,14.76,0,6.01,3.83,8.75,0,2.19,0,11.48
