stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,0,0,2.14,0,0,0,0,0,0,6.42,0,1.07,4.28,7.49,0,0,0,0,0,1.07,1.07,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0
21Day,18.74,2.68,2.68,127.16,6.69,0,32.12,0,0,4.02,2.68,2.68,0,89.68,8.03,5.35,41.49,139.21,28.11,0,0,5.35,0,21.42,5.35,0,0,0,5.35,10.71,0,6.69,0,1.34,5.35,0,0,56.22
3Month,1.92,6.4,8.32,165.09,0,2.88,5.44,0,20.8,32.95,0.32,56.31,94.07,15.68,129.58,12.48,53.43,195.17,67.51,3.2,0.32,7.04,4.48,0.96,0,3.2,2.56,0,0,4.8,0.64,21.76,0,0,0,10.88,3.52,206.05
22Month,0.55,26.79,10.39,91.84,0,4.92,9.29,1.09,14.21,96.21,13.12,144.32,61.77,38.27,109.88,2.73,25.15,129.01,100.58,1.09,2.19,8.2,1.09,3.28,0,2.73,2.19,2.19,0.55,1.64,0,20.77,3.28,1.09,0,5.47,0,91.84
