stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98,0,0,1.07,0,0,0,0,1.07,1.07,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0
21Day,5.35,1.34,41.49,37.48,4.02,0,0,0,24.09,0,0,4.02,1.34,0,111.1,0,5.35,0,9.37,0,0,2.68,0,6.69,4.02,21.42,0,0,5.35,1.34,0,0,0,0,1.34,0,0,0,2.68
3Month,2.24,7.04,175.01,615.58,0,13.44,0.64,0.32,695.25,28.16,0,152.3,32.95,1.92,2526.64,8.32,21.76,29.44,33.91,9.92,0.32,583.59,8.32,3.2,0,120.3,4.8,0,2.56,13.44,0.32,17.28,1.92,0.32,0,0.32,1.6,14.4,22.4
22Month,0,7.65,171.1,162.9,0,2.19,2.19,0,332.37,16.4,5.47,178.21,3.28,1.09,2805.98,1.09,1.64,14.21,11.48,1.64,7.11,264.58,0,1.64,0.55,86.92,7.11,1.09,0.55,3.28,0,3.28,3.28,0,0,0,1.64,0,5.47
