stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,633.39,20.43,0,4.09,0,0,8.17,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,1.07,0,0,0,0,0,0,7.49,0,0,0,0,14.98,0,3.21,6.42,170.1,16.05,0,0,7.49,0,5.35,4.28,0,0,0,3.21,2.14,0,1.07,0,0,0,0,0,0
21Day,8.03,1.34,0,44.17,0,9.37,0,9.37,0,0,16.06,0,0,0,21.42,290.46,2.68,4.02,8.03,459.12,22.76,0,0,5.35,0,21.42,5.35,0,1.34,0,10.71,6.69,0,8.03,2.68,0,5.35,0,0,135.19
3Month,1.28,11.84,2.56,45.11,0.32,0,3.52,0,0.32,5.76,284.43,0.32,0,39.03,735.24,19.2,38.39,3.84,9.6,281.88,20.16,4.8,0.96,4.48,12.16,1.6,0.32,8.96,1.6,0,0.64,7.36,2.56,75.83,0,0.64,0,6.08,116.46,414.01
22Month,1.09,14.76,5.47,20.77,0,0,15.85,0.55,0,6.01,1773.89,15.85,0,94.57,366.26,27.88,31.71,2.19,4.92,536.81,25.15,1.64,2.73,3.28,1.64,0.55,0.55,6.56,6.01,1.64,1.09,2.73,0.55,21.87,3.28,5.47,0,2.73,0,146.5
