stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,12.26,0,0,0,0,4.09,73.56,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,18.19,1.07,2.14,0,0,1.07,0,0,0,1.07,0,6.42,8.56,4.28,21.4,0,2.14,1.07,0,13.91,20.33,0,1.07,7.49,0,0,9.63,1.07,0,0,0
21Day,13.39,1.34,0,179.36,1.34,9.37,5.35,0,1.34,0,0,0,10.71,1.34,1.34,95.04,14.72,36.14,0,0,14.72,0,13.39,12.05,0,1.34,12.05,8.03,0,1.34,1.34,1.34,0,21.42
3Month,0,1.28,0.32,61.75,0,0,0,0.32,1.92,0,6.4,0.96,1.6,3.52,1.28,24.64,5.76,1.6,0.32,0,1.28,0.96,0,0,0,0,0,0.64,0.64,0,0,0.96,0.32,14.08
22Month,0,1.09,1.09,19.13,0,0,1.64,1.09,6.01,7.65,36.08,1.09,2.19,4.37,0.55,14.76,19.68,4.37,0,0.55,2.19,0.55,0.55,0,0.55,0,0,0,0,0,0,0,0,11.48
